id,rainfall
2190,0.971575286080703
2191,0.9764154938540707
2192,0.9412013835638455
2193,0.14365140156735778
2194,0.07237449997520362
2195,0.9236806864076672
2196,0.9414001529824897
2197,0.9691635894879215
2198,0.9516066675378663
2199,0.9255369379406545
2200,0.9730217730707671
2201,0.0887731203930221
2202,0.9686490161217973
2203,0.969881707225028
2204,0.310480960840975
2205,0.04156448195704787
2206,0.9398575941290164
2207,0.8620010142234826
2208,0.07621931785720959
2209,0.02806287634406046
2210,0.10025871791231211
2211,0.1272340814594417
2212,0.8150373010349766
2213,0.9741915590162922
2214,0.8544024927114086
2215,0.4742459489300486
2216,0.11193004245985583
2217,0.9803716169002921
2218,0.9057900309159931
2219,0.536410818516081
2220,0.9417484463168867
2221,0.9587056117522068
2222,0.8438785837498632
2223,0.9655344193154083
2224,0.8541604568894301
2225,0.942271024631255
2226,0.35289844076102844
2227,0.8982053490215306
2228,0.8706337861312999
2229,0.9053187966091365
2230,0.871107682092104
2231,0.8793159950723277
2232,0.12827906916108045
2233,0.9338616041369732
2234,0.9094969710331302
2235,0.23605457661486018
2236,0.256702959576451
2237,0.9608005245854178
2238,0.20818369321159735
2239,0.8828383095558517
2240,0.9431148238449406
2241,0.9777932323276691
2242,0.9704291550596463
2243,0.9421557479085267
2244,0.9802442680368009
2245,0.9760779963090734
2246,0.9550764339635341
2247,0.8975861568491654
2248,0.947238666375384
2249,0.9681152310697667
2250,0.8735094003053391
2251,0.967835701232922
2252,0.9587222773081239
2253,0.8977353556305574
2254,0.35981662845040324
2255,0.3966505846055887
2256,0.13951403279852914
2257,0.8894046847239347
2258,0.8638760419059505
2259,0.1792987843879259
2260,0.9756954531475908
2261,0.9190041318353538
2262,0.8976050488831193
2263,0.9446973263814571
2264,0.9596214761354007
2265,0.9395766113890113
2266,0.9148558481045526
2267,0.9638419058731326
2268,0.3854721564014785
2269,0.9791173700560308
2270,0.9083268186772915
2271,0.9774533810899699
2272,0.4101505809613986
2273,0.8880900490187031
2274,0.9401691315464884
2275,0.9367755468417465
2276,0.9575997771660004
2277,0.9112387696691011
2278,0.9477986734586183
2279,0.9283321019179107
2280,0.9259541721263566
2281,0.9379335145433263
2282,0.9285160305477727
2283,0.9004689813128777
2284,0.9540564942240307
2285,0.9566678980918619
2286,0.9772426628330706
2287,0.9065092215708622
2288,0.8905217203796171
2289,0.8133776080816756
2290,0.9702369372380091
2291,0.9153137845681059
2292,0.7443892141737531
2293,0.9788153738228388
2294,0.9327109380898109
2295,0.9280255438006979
2296,0.9518225176060303
2297,0.928796710986034
2298,0.9795292849595083
2299,0.9182477923680767
2300,0.9572038384910073
2301,0.7426613887547742
2302,0.8200837516389617
2303,0.990007926206167
2304,0.980677750864695
2305,0.930048816927181
2306,0.9291192306594624
2307,0.9034539790152465
2308,0.9515116447931713
2309,0.9509549928898019
2310,0.649095140584087
2311,0.837808461955909
2312,0.8749950257341221
2313,0.4840779545335876
2314,0.932912870844649
2315,0.6467341705943794
2316,0.9897582654236871
2317,0.9818533869631902
2318,0.9892838509602466
2319,0.9222378340103073
2320,0.9539485221194473
2321,0.9793866479868717
2322,0.7559801930331829
2323,0.9415202652396352
2324,0.9845303879427317
2325,0.9193751340953957
2326,0.9779217967836482
2327,0.9807539301614411
2328,0.989142654723635
2329,0.9906003903920672
2330,1.0072628234113838
2331,0.7715959678494282
2332,0.15871561456422645
2333,0.9427626723663163
2334,0.9802189339811144
2335,0.9464087982192102
2336,0.9946990788085168
2337,0.30953937632855044
2338,0.9651449030513919
2339,0.6176286988296331
2340,0.9155697543366307
2341,0.9398406167694626
2342,0.9794417387799027
2343,0.40116079257085646
2344,0.9027926309298162
2345,0.8864085649115374
2346,0.7115611719813469
2347,0.8738744661221169
2348,0.9283900842145294
2349,0.8950170692918171
2350,0.913010765610831
2351,0.9401859254250183
2352,0.3505406844124645
2353,0.3969146636296659
2354,0.2467884851579788
2355,0.4549342779219379
2356,0.9364639631270837
2357,0.9399056341394474
2358,0.9481894825920143
2359,0.18132412681854926
2360,0.9642511705970199
2361,0.6385015282803628
2362,0.9362300060579181
2363,0.40064563470049847
2364,0.9221410634336957
2365,0.999973873010506
2366,0.9713669147717855
2367,0.9858998092616892
2368,0.948810289561793
2369,0.8507051221673002
2370,0.939728973530312
2371,0.9155737906958874
2372,0.23421865816844734
2373,0.9698806658861301
2374,0.5656075997921363
2375,0.5453950275482219
2376,0.18441983536055306
2377,0.8922571790948152
2378,0.9894879447096854
2379,0.861893110222194
2380,0.9049706847904124
2381,0.8761374397043591
2382,0.7310882604752207
2383,0.10471010179034168
2384,0.5669127498622526
2385,0.5269095130853376
2386,0.3272431751756164
2387,0.6713579965645377
2388,0.8743991220246398
2389,0.31714074614644316
2390,0.31214021746615084
2391,0.8993810329096866
2392,0.4237929905731065
2393,0.9352722856556895
2394,0.9216821500017858
2395,0.4238206594836132
2396,0.9637685311141803
2397,0.9310423890607276
2398,0.6283124486395373
2399,0.5201750870441019
2400,0.7368648848458165
2401,0.6642022900105276
2402,0.808002886940566
2403,0.8323588115433261
2404,0.9667270975804286
2405,0.9031921803921488
2406,0.9613873848553329
2407,0.876555962528231
2408,0.05944311993535656
2409,0.9756533275139198
2410,0.5465332146121951
2411,0.9696535352681847
2412,0.9635702640788464
2413,0.9227576958902354
